line_id,entry_id,posting_date,gl_account,account_name,description,counterparty,counterparty_canon_id,cost_center,debit,credit,currency,entry_source,service_period_start,service_period_end,source_document
GL-202603-0039-1,GL-202603-0039,2026-03-18,5020,Customer Support Salaries,Support coverage booked ahead,Kestrelmoor Staffing Partners,co-183,Customer Success,20481.01,,USD,ap_subledger,2026-04-01,2026-04-30,AP-202603-0010
GL-202603-0039-2,GL-202603-0039,2026-03-18,5020,Customer Support Salaries,Escalation cover booked ahead,Kestrelmoor Staffing Partners,co-183,Customer Success,22898.14,,USD,ap_subledger,2026-04-01,2026-04-30,AP-202603-0010
GL-202603-0040-1,GL-202603-0040,2026-03-27,5020,Customer Support Salaries,Support staffing credit for unfilled shifts,Kestrelmoor Staffing Partners,co-183,Customer Success,,5774.20,USD,manual,2026-03-01,2026-03-31,JV-202603-0005
GL-202603-0041-1,GL-202603-0041,2026-03-03,5020,Customer Support Salaries,Support staffing rate adjustment,Kestrelmoor Staffing Partners,co-183,Customer Success,,7080.91,USD,manual,2026-03-01,2026-03-31,JV-202603-0006
GL-202603-0041-2,GL-202603-0041,2026-03-03,5020,Customer Support Salaries,Support staffing credit for unfilled shifts,Kestrelmoor Staffing Partners,co-183,Customer Success,,6357.15,USD,manual,2026-03-01,2026-03-31,JV-202603-0006
GL-202603-0042-1,GL-202603-0042,2026-03-12,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,Engineering,156395.20,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0001
GL-202603-0043-1,GL-202603-0043,2026-03-25,6000,Salaries and Wages,Payroll register true up,Atticus Dundee Inc.,co-002,Sales,145164.80,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0002
GL-202603-0043-2,GL-202603-0043,2026-03-25,6000,Salaries and Wages,Overtime and shift differential,Atticus Dundee Inc.,co-002,Product,158200.80,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0002
GL-202603-0044-1,GL-202603-0044,2026-03-04,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,Operations,163742.68,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0003
GL-202603-0045-1,GL-202603-0045,2026-03-17,6000,Salaries and Wages,Payroll register true up,Atticus Dundee Inc.,co-002,People,172648.79,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0004
GL-202603-0045-2,GL-202603-0045,2026-03-17,6000,Salaries and Wages,Overtime and shift differential,Atticus Dundee Inc.,co-002,Marketing,157650.75,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0004
GL-202603-0045-3,GL-202603-0045,2026-03-17,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,Finance,179509.41,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0004
GL-202603-0046-1,GL-202603-0046,2026-03-26,6000,Salaries and Wages,Payroll register true up,Atticus Dundee Inc.,co-002,IT & Security,171518.19,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0005
GL-202603-0047-1,GL-202603-0047,2026-03-03,6000,Salaries and Wages,Overtime and shift differential,Atticus Dundee Inc.,co-002,Engineering,156185.30,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0006
GL-202603-0047-2,GL-202603-0047,2026-03-03,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,Sales,137021.64,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0006
GL-202603-0048-1,GL-202603-0048,2026-03-12,6000,Salaries and Wages,Payroll register true up,Atticus Dundee Inc.,co-002,Product,167676.95,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0007
GL-202603-0048-2,GL-202603-0048,2026-03-12,6000,Salaries and Wages,Overtime and shift differential,Atticus Dundee Inc.,co-002,Operations,134988.55,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0007
GL-202603-0049-1,GL-202603-0049,2026-03-23,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,People,169272.00,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0008
GL-202603-0049-2,GL-202603-0049,2026-03-23,6000,Salaries and Wages,Payroll register true up,Atticus Dundee Inc.,co-002,Marketing,134600.62,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0008
GL-202603-0049-3,GL-202603-0049,2026-03-23,6000,Salaries and Wages,Overtime and shift differential,Atticus Dundee Inc.,co-002,Finance,163346.75,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0008
GL-202603-0050-1,GL-202603-0050,2026-03-03,6000,Salaries and Wages,Semi monthly payroll register,Atticus Dundee Inc.,co-002,IT & Security,138438.67,,USD,payroll_interface,2026-03-01,2026-03-31,PAYREG-202603-0009
GL-202603-0051-1,GL-202603-0051,2026-03-09,6000,Salaries and Wages,Payroll platform usage,TalentForce HR Platform,co-106,Engineering,33439.03,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0011
GL-202603-0052-1,GL-202603-0052,2026-03-18,6000,Salaries and Wages,Payroll platform module fees,TalentForce HR Platform,co-106,Sales,28591.98,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0012
GL-202603-0053-1,GL-202603-0053,2026-03-30,6000,Salaries and Wages,Payroll accrual reversal,Atticus Dundee Inc.,co-002,Engineering,,12143.13,USD,manual,2026-03-01,2026-03-31,JV-202603-0007
GL-202603-0053-2,GL-202603-0053,2026-03-30,6000,Salaries and Wages,Payroll reclass to capitalized time,Atticus Dundee Inc.,co-002,Sales,,13204.63,USD,manual,2026-03-01,2026-03-31,JV-202603-0007
GL-202603-0054-1,GL-202603-0054,2026-03-11,6000,Salaries and Wages,Payroll accrual reversal,Atticus Dundee Inc.,co-002,Product,,13637.78,USD,manual,2026-03-01,2026-03-31,JV-202603-0008
GL-202603-0055-1,GL-202603-0055,2026-03-20,6020,Employee Benefits,Benefits administration,TalentForce HR Platform,co-106,People,25688.90,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0013
GL-202603-0055-2,GL-202603-0055,2026-03-20,6020,Employee Benefits,Employer contributions,TalentForce HR Platform,co-106,People,22235.61,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0013
GL-202603-0055-3,GL-202603-0055,2026-03-20,6020,Employee Benefits,Open enrollment support,TalentForce HR Platform,co-106,People,22155.18,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0013
GL-202603-0056-1,GL-202603-0056,2026-03-27,6020,Employee Benefits,Leave administration,TalentForce HR Platform,co-106,People,28074.92,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0014
GL-202603-0057-1,GL-202603-0057,2026-03-11,6020,Employee Benefits,Benefits administration,TalentForce HR Platform,co-106,People,26248.79,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0015
GL-202603-0057-2,GL-202603-0057,2026-03-11,6020,Employee Benefits,Employer contributions,TalentForce HR Platform,co-106,People,23087.52,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0015
GL-202603-0058-1,GL-202603-0058,2026-03-17,6020,Employee Benefits,Open enrollment support,TalentForce HR Platform,co-106,People,28267.56,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0016
GL-202603-0059-1,GL-202603-0059,2026-03-27,6020,Employee Benefits,Leave administration,TalentForce HR Platform,co-106,People,23212.36,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0017
GL-202603-0060-1,GL-202603-0060,2026-03-05,6020,Employee Benefits,Employee medical premium,Millgate Insurance Services,co-105,People,18056.56,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0018
GL-202603-0060-2,GL-202603-0060,2026-03-05,6020,Employee Benefits,Employee dental and vision premium,Millgate Insurance Services,co-105,People,20167.61,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0018
GL-202603-0061-1,GL-202603-0061,2026-03-16,6020,Employee Benefits,Group life premium,Millgate Insurance Services,co-105,People,18377.85,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0019
GL-202603-0061-2,GL-202603-0061,2026-03-16,6020,Employee Benefits,Employee medical premium,Millgate Insurance Services,co-105,People,18912.09,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0019
GL-202603-0062-1,GL-202603-0062,2026-03-30,6020,Employee Benefits,Open enrollment booklet print run,Sarrowmere Print Works,co-186,People,4226.40,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0020
GL-202603-0063-1,GL-202603-0063,2026-03-09,6020,Employee Benefits,Benefits summary print run,Sarrowmere Print Works,co-186,People,3950.71,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0021
GL-202603-0064-1,GL-202603-0064,2026-03-17,6020,Employee Benefits,Onsite lunch service,Fallowmere Catering,co-188,People,5772.13,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0022
GL-202603-0064-2,GL-202603-0064,2026-03-17,6020,Employee Benefits,Wellness week catering,Fallowmere Catering,co-188,People,5048.52,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0022
GL-202603-0065-1,GL-202603-0065,2026-03-23,6020,Employee Benefits,Benefits accrual reversal,TalentForce HR Platform,co-106,People,,5512.48,USD,manual,2026-03-01,2026-03-31,JV-202603-0009
GL-202603-0065-2,GL-202603-0065,2026-03-23,6020,Employee Benefits,Benefits rate adjustment,TalentForce HR Platform,co-106,People,,6111.72,USD,manual,2026-03-01,2026-03-31,JV-202603-0009
GL-202603-0066-1,GL-202603-0066,2026-03-03,6020,Employee Benefits,Benefits accrual reversal,TalentForce HR Platform,co-106,People,,6493.06,USD,manual,2026-03-01,2026-03-31,JV-202603-0010
GL-202603-0067-1,GL-202603-0067,2026-03-13,6200,Software Subscriptions,Platform license renewal,Copperline Software,co-101,Engineering,35084.06,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0023
GL-202603-0068-1,GL-202603-0068,2026-03-26,6200,Software Subscriptions,Additional developer seats,Copperline Software,co-101,Product,38404.54,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0024
GL-202603-0069-1,GL-202603-0069,2026-03-03,6200,Software Subscriptions,Sandbox environment add on,Copperline Software,co-101,IT & Security,32171.97,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0025
GL-202603-0070-1,GL-202603-0070,2026-03-10,6200,Software Subscriptions,Platform license renewal,Copperline Software,co-101,Engineering,39967.03,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0026
GL-202603-0071-1,GL-202603-0071,2026-03-24,6200,Software Subscriptions,Additional developer seats,Copperline Software,co-101,Product,42210.18,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0027
GL-202603-0072-1,GL-202603-0072,2026-03-30,6200,Software Subscriptions,Sandbox environment add on,Copperline Software,co-101,IT & Security,41973.53,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0028
GL-202603-0073-1,GL-202603-0073,2026-03-09,6200,Software Subscriptions,Platform license renewal,Copperline Software,co-101,Engineering,33993.91,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0029
GL-202603-0073-2,GL-202603-0073,2026-03-09,6200,Software Subscriptions,Additional developer seats,Copperline Software,co-101,Product,34902.78,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0029
GL-202603-0074-1,GL-202603-0074,2026-03-20,6200,Software Subscriptions,Sandbox environment add on,Copperline Software,co-101,IT & Security,41507.64,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0030
GL-202603-0075-1,GL-202603-0075,2026-03-30,6200,Software Subscriptions,Product analytics workspace,DataPulse Analytics,co-119,Engineering,33225.69,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0031
GL-202603-0076-1,GL-202603-0076,2026-03-11,6200,Software Subscriptions,Event volume tier,DataPulse Analytics,co-119,Product,32233.46,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0032
GL-202603-0076-2,GL-202603-0076,2026-03-11,6200,Software Subscriptions,Data warehouse connector,DataPulse Analytics,co-119,IT & Security,29264.38,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0032
GL-202603-0077-1,GL-202603-0077,2026-03-23,6200,Software Subscriptions,Usage overage,DataPulse Analytics,co-119,Engineering,32636.76,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0033
GL-202603-0078-1,GL-202603-0078,2026-03-31,6200,Software Subscriptions,Product analytics workspace,DataPulse Analytics,co-119,Product,30480.40,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0034
GL-202603-0079-1,GL-202603-0079,2026-03-11,6200,Software Subscriptions,Event volume tier,DataPulse Analytics,co-119,IT & Security,28015.04,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0035
GL-202603-0079-2,GL-202603-0079,2026-03-11,6200,Software Subscriptions,Data warehouse connector,DataPulse Analytics,co-119,Engineering,33558.98,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0035
GL-202603-0080-1,GL-202603-0080,2026-03-20,6200,Software Subscriptions,Usage overage,DataPulse Analytics,co-119,Product,29987.09,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0036
GL-202603-0081-1,GL-202603-0081,2026-03-25,6200,Software Subscriptions,Product analytics workspace,DataPulse Analytics,co-119,IT & Security,29295.27,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0037
GL-202603-0081-2,GL-202603-0081,2026-03-25,6200,Software Subscriptions,Event volume tier,DataPulse Analytics,co-119,Engineering,34273.14,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0037
GL-202603-0081-3,GL-202603-0081,2026-03-25,6200,Software Subscriptions,Data warehouse connector,DataPulse Analytics,co-119,Product,31908.14,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0037
GL-202603-0082-1,GL-202603-0082,2026-03-05,6200,Software Subscriptions,Usage overage,DataPulse Analytics,co-119,IT & Security,34377.75,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0038
GL-202603-0083-1,GL-202603-0083,2026-03-13,6200,Software Subscriptions,Product analytics workspace,DataPulse Analytics,co-119,Engineering,32680.71,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0039
GL-202603-0084-1,GL-202603-0084,2026-03-26,6200,Software Subscriptions,Seat true down credit,Copperline Software,co-101,Engineering,,11042.59,USD,manual,2026-03-01,2026-03-31,JV-202603-0011
GL-202603-0084-2,GL-202603-0084,2026-03-26,6200,Software Subscriptions,License renewal adjustment,Copperline Software,co-101,Product,,11710.78,USD,manual,2026-03-01,2026-03-31,JV-202603-0011
GL-202603-0085-1,GL-202603-0085,2026-03-05,6200,Software Subscriptions,Event volume credit,DataPulse Analytics,co-119,Engineering,,9791.44,USD,manual,2026-03-01,2026-03-31,JV-202603-0012
GL-202603-0086-1,GL-202603-0086,2026-03-16,6200,Software Subscriptions,Analytics tier adjustment,DataPulse Analytics,co-119,Product,,11164.14,USD,manual,2026-03-01,2026-03-31,JV-202603-0013
GL-202603-0087-1,GL-202603-0087,2026-03-23,6300,Marketing Programs,Campaign collateral print run,Sarrowmere Print Works,co-186,Marketing,17941.84,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0040
GL-202603-0088-1,GL-202603-0088,2026-03-04,6300,Marketing Programs,Direct mail production,Sarrowmere Print Works,co-186,Marketing,18280.28,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0041
GL-202603-0089-1,GL-202603-0089,2026-03-13,6300,Marketing Programs,Customer advisory board dinner,Fallowmere Catering,co-188,Marketing,10788.92,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0042
GL-202603-0089-2,GL-202603-0089,2026-03-13,6300,Marketing Programs,Field event catering,Fallowmere Catering,co-188,Marketing,9689.92,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0042
GL-202603-0090-1,GL-202603-0090,2026-03-25,6300,Marketing Programs,Joint market development program,Amberfield Logistics,co-102,Marketing,11376.50,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0043
GL-202603-0090-2,GL-202603-0090,2026-03-25,6300,Marketing Programs,Co marketing webinar sponsorship,Amberfield Logistics,co-102,Marketing,11416.51,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0043
GL-202603-0091-1,GL-202603-0091,2026-03-04,6300,Marketing Programs,Direct mail distribution,Thackenridge Courier,co-185,Marketing,11954.73,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0044
GL-202603-0091-2,GL-202603-0091,2026-03-04,6300,Marketing Programs,Campaign fulfilment runs,Thackenridge Courier,co-185,Marketing,10859.37,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0044
GL-202603-0091-3,GL-202603-0091,2026-03-04,6300,Marketing Programs,Event material delivery,Thackenridge Courier,co-185,Marketing,9829.73,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0044
GL-202603-0092-1,GL-202603-0092,2026-03-12,6300,Marketing Programs,Direct mail distribution,Thackenridge Courier,co-185,Marketing,12891.47,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0045
GL-202603-0093-1,GL-202603-0093,2026-03-23,6300,Marketing Programs,Branded event supplies,Cedarline Office Supply,co-107,Marketing,7986.40,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0046
GL-202603-0094-1,GL-202603-0094,2026-03-03,6300,Marketing Programs,Booth consumables,Cedarline Office Supply,co-107,Marketing,8312.70,,USD,ap_subledger,2026-03-01,2026-03-31,AP-202603-0047
GL-202603-0095-1,GL-202603-0095,2026-03-10,6300,Marketing Programs,Distribution credit for an undelivered run,Thackenridge Courier,co-185,Marketing,,1302.01,USD,manual,2026-03-01,2026-03-31,JV-202603-0014
GL-202603-0096-1,GL-202603-0096,2026-03-19,6300,Marketing Programs,Supplies return credit,Cedarline Office Supply,co-107,Marketing,,1311.65,USD,manual,2026-03-01,2026-03-31,JV-202603-0015
GL-202603-0096-2,GL-202603-0096,2026-03-19,6300,Marketing Programs,Damaged stock credit,Cedarline Office Supply,co-107,Marketing,,1272.26,USD,manual,2026-03-01,2026-03-31,JV-202603-0015
